time,queue_density,dynamic_density
51.8,0.714323,0.00024404
51.8667,0.715252,0.00065703
51.9333,0.716656,0.000239347
52,0.716369,0.000197109
52.0667,0.717219,0.00084006
52.1333,0.7175,0.00192885
52.2,0.718143,0.00170828
52.2667,0.718439,0.00134691
52.3333,0.72163,0.000502159
52.4,0.722569,0.00255772
52.4667,0.726366,0.00486672
52.5333,0.730965,0.0086071
52.6,0.733476,0.0122536
52.6667,0.738225,0.0164304
52.7333,0.742655,0.0186737
52.8,0.747569,0.0217055
52.8667,0.752454,0.0248639
52.9333,0.756303,0.0255538
53,0.745795,0.0271119
53.0667,0.7523,0.0300591
53.1333,0.757607,0.0304956
53.2,0.760329,0.0335508
53.2667,0.765741,0.0377558
53.3333,0.769626,0.0388493
53.4,0.773935,0.0414962
53.4667,0.778844,0.0457199
53.5333,0.781828,0.0474798
53.6,0.785691,0.0502206
53.6667,0.788638,0.0531256
53.7333,0.791398,0.055153
53.8,0.793247,0.0508917
53.8667,0.795781,0.0536371
53.9333,0.800422,0.058776
54,0.803806,0.0603811
54.0667,0.80848,0.0634926
54.1333,0.810738,0.0623193
54.2,0.812925,0.0607237
54.2667,0.818444,0.0629482
54.3333,0.822414,0.066651
54.4,0.823681,0.0615074
54.4667,0.82554,0.061958
54.5333,0.82645,0.0620096
54.6,0.821813,0.00261404
54.6667,0.818012,0.00113572
54.7333,0.818528,0.000882298
54.8,0.819584,0.000450535
54.8667,0.821358,0.000262812
54.9333,0.822653,0.00115919
55,0.824437,0.000337901
55.0667,0.824573,1.40792e-05
55.1333,0.826281,0.000272198
55.2,0.826713,0.000328515
55.2667,0.827792,6.5703e-05
55.3333,0.828764,1.40792e-05
55.4,0.829566,0.000408297
55.4667,0.829801,0.00152994
55.5333,0.831317,0.00208372
55.6,0.832457,0.000825981
55.6667,0.831289,0.000469307
55.7333,0.830589,0.000431763
55.8,0.830237,0.000131406
55.8667,0.830317,4.22377e-05
55.9333,0.831063,0
56,0.831735,9.38615e-05
56.0667,0.830904,0.00036606
56.1333,0.832931,0.000474
56.2,0.833513,0.00106533
56.2667,0.833692,0.00128121
56.3333,0.825361,8.91684e-05
56.4,0.827727,3.28515e-05
56.4667,0.829008,0.0013563
56.5333,0.830252,0.000567862
56.6,0.830524,0.000502159
56.6667,0.830702,0.000567862
56.7333,0.831401,0.00168481
56.8,0.833326,0.000868219
56.8667,0.833161,0.00122489
56.9333,0.832476,0.00106533
57,0.832711,0.000145485
57.0667,0.833006,1.87723e-05
57.1333,0.833326,2.34654e-05
57.2,0.833818,6.5703e-05
57.2667,0.833349,7.03961e-05
57.3333,0.833377,4.69307e-06
57.4,0.833387,4.69307e-06
57.4667,0.833053,1.40792e-05
57.5333,0.83325,0.000107941
57.6,0.833255,0.000309743
57.6667,0.833203,4.69307e-05
57.7333,0.83394,0.000309743
57.8,0.834419,0.000262812
57.8667,0.835165,0.000300357
57.9333,0.835616,0.000769664
58,0.829139,0.000431763
58.0667,0.82906,5.16238e-05
58.1333,0.831542,0.00106063
58.2,0.83111,2.81584e-05
58.2667,0.830711,1.87723e-05
58.3333,0.831955,9.85545e-05
58.4,0.833668,0.000572555
58.4667,0.83571,0.00191008
58.5333,0.836094,0.00214943
58.6,0.835681,0.00136568
58.6667,0.83028,0.00127182
58.7333,0.829468,0
58.8,0.830083,9.38615e-06
58.8667,0.82959,0.000361367
58.9333,0.831927,0.00259996
59,0.831847,0.00252018
59.0667,0.833405,0.00265628
59.1333,0.834771,0.00345879
59.2,0.835175,0.00498404
59.2667,0.836409,0.00588981
59.3333,0.837357,0.0062324
59.4,0.838572,0.00503097
59.4667,0.839868,0.00664539
59.5333,0.840562,0.00619016
59.6,0.839605,0.00405951
59.6667,0.839136,0.00220105
59.7333,0.840098,0.000469307
59.8,0.839943,0.000474
59.8667,0.840942,0.000886991
59.9333,0.841318,0.000502159
60,0.841323,0.00048808
60.0667,0.840562,0.000347287
60.1333,0.84075,0.000905763
60.2,0.840482,0.000976159
60.2667,0.840482,0.000976159
60.3333,0.829641,0.00329454
60.4,0.829735,0.000699268
60.4667,0.832551,0.00311151
60.5333,0.835095,0.010902
60.6,0.835015,0.0106345
60.6667,0.835597,0.0108222
60.7333,0.836024,0.0062981
60.8,0.835813,0.00260935
60.8667,0.834912,0.000807209
60.9333,0.833457,0.000136099
61,0.833302,0.000323822
61.0667,0.831049,0.00030505
61.1333,0.829336,4.69307e-06
